mapid,name,category1,category2,address,short_description,url,geom,geo_local_area,longitude,latitude
GCP118,Farmers Markets,Private projects,Local-Food,East Boulevard between 37th and 41st Avenue,"Kerrisdale Village Farmers Market Saturdays, June 15 - October 12, 2013.",http://www.eatlocal.org/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1538638, 49.23632314], 'type': 'Point'}, 'properties': {}}",Shaughnessy,-123.1538638,49.23632314
GCP121,Farmers Markets,Private projects,Local-Food,1100 Block of Comox Street across from Nelson Park at Mole Hill,West End Farmers Market Saturdays Jun 1-Oct 19.,http://www.eatlocal.org/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.130684984169, 49.2826714937312], 'type': 'Point'}, 'properties': {}}",West End,-123.130684984169,49.2826714937312
GCP122,Musqueam Youth for Community Sustainabil,Greenest City Fund Project,Zero-Waste,6615 Salish Drive,2012 Greenest City Generation Green grant project. To engage youth in eliminating waste and growing sustainability practices.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1974393, 49.22654165], 'type': 'Point'}, 'properties': {}}",Dunbar-Southlands,-123.1974393,49.22654165
GCP136,Still Moon Arts Society,Greenest City Fund Project,Access-to-Nature,3900 Renfrew St,2012 Greenest City Generation Green grant project. Still Creek Stewardship.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0440588, 49.25016535], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.0440588,49.25016535
GCP142,Schoolyard Community Chicken Coop,Greenest City Fund Project,Lighter-Footprint,South Van - Collingwood,South Van - Collingwood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.039003010963, 49.2442400090667], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.039003010963,49.2442400090667
GCP167,Compost bins,Greenest City Fund Project,Zero-Waste,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133779994647, 49.2855499808225], 'type': 'Point'}, 'properties': {}}",West End,-123.133779994647,49.2855499808225
GCP172,Community link,Greenest City Fund Project,Lighter-Footprint,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133727982041, 49.2855599900518], 'type': 'Point'}, 'properties': {}}",West End,-123.133727982041,49.2855599900518
GCP173,Community fair,Greenest City Fund Project,Lighter-Footprint,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133749980137, 49.2854599924022], 'type': 'Point'}, 'properties': {}}",West End,-123.133749980137,49.2854599924022
GCP185,Boulevard VEG (Vancouver Edible Gardens),Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157199987025, 49.2653199946182], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157199987025,49.2653199946182
GCP187,Kits Car Free Day Block Parties,Greenest City Fund Project,Lighter-Footprint,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157129988112, 49.2651999974089], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157129988112,49.2651999974089
GCP188,Permaculture Blitz at 2078 W. 5th,Greenest City Fund Project,Access-to-Nature,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157349978564, 49.265429986364], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157349978564,49.265429986364
GCP191,Victory Collaborative Garden,Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157119992666, 49.2650999871723], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157119992666,49.2650999871723
GCP202,False Creek Children's Garden,Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157209996534, 49.2652999880262], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157209996534,49.2652999880262
GCP211,Food Waste Diversion Film,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100119989866, 49.2470200069664], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100119989866,49.2470200069664
GCP225,Bending Bench,Greenest City Fund Project,Lighter-Footprint,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100067004361, 49.2471200045632], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100067004361,49.2471200045632
GCP228,Living Fence,Greenest City Fund Project,Access-to-Nature,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.10016, 49.24704], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.10016,49.24704
GCP234,Dickens Children's Garden Project,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100030001898, 49.2470800018402], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100030001898,49.2470800018402
GCP239,Recycled Arts Workshops,Greenest City Fund Project,Zero-Waste,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100049998894, 49.2470680044722], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100049998894,49.2470680044722
GCP249,Heritage Plum Trees,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090760003105, 49.2796799895042], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090760003105,49.2796799895042
GCP254,Alma Blackwell Garden Project,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090779995281, 49.2796100024392], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090779995281,49.2796100024392
GCP259,The Downtown Eastside Neighbourhood Hous,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.09073501163, 49.2796199919308], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.09073501163,49.2796199919308
GCP272,Electric Vehicle Charging Station,Private projects,Clean-Air,100 W 49th Ave,"Langara College. Located in Library underground parkade. Enter off 49th Avenue, proceed south to parkade entrance. Pay parking in effect.",http://www.plugshare.com/?location=13817,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1084234, 49.22492536], 'type': 'Point'}, 'properties': {}}",Oakridge,-123.1084234,49.22492536
GCP277,Electric Vehicle Charging Station,Private projects,Clean-Air,1598 Johnston Street,"Edible Canada. Across from the Market. Two charging docks, 3 hours of parking allowed - free. Stations design by Powertech Labs Inc.",http://www.plugshare.com/?location=3633,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1350832, 49.27197557], 'type': 'Point'}, 'properties': {}}",Fairview,-123.1350832,49.27197557
GCP284,Electric Vehicle Charging Station,Private projects,Clean-Air,999 W Hastings St,Polaris Realty. Stall 1 Garage closes at midnight.,http://www.plugshare.com/?location=13884,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1157451, 49.28737213], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1157451,49.28737213
GCP305,Community Garden,Private projects,Local-Food,1300 E Clark Dr,PosAbilities 12th and Clark gardens,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.077076, 49.25939582], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.077076,49.25939582
GCP312,Community Garden,Private projects,Local-Food,500 W 54th Ave,Cambie Park,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1180258, 49.2213306], 'type': 'Point'}, 'properties': {}}",Oakridge,-123.1180258,49.2213306
GCP315,Community Garden,Private projects,Local-Food,3877  Glen Dr,Charles Dickens Annex,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0831678, 49.24971845], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.0831678,49.24971845
GCP334,Community Garden,Private projects,Local-Food,1850  Spyglass Pl,John McBride Community Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.113996, 49.26819802], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.113996,49.26819802
GCP337,Community Garden,Private projects,Local-Food,1688 E 8th Ave,Ladybug Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0700094, 49.26289196], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.0700094,49.26289196
GCP339,Community Garden,Private projects,Local-Food,6648  Ontario St,Langara College,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.105979, 49.22431997], 'type': 'Point'}, 'properties': {}}",Oakridge,-123.105979,49.22431997
GCP351,Community Garden,Private projects,Local-Food,2732  Horley St,Norquay Community Learning Orchard,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0486285, 49.24040053], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.0486285,49.24040053
GCP363,Community Garden,Private projects,Local-Food,705  Woodland Dr,Woodland Park,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0733534, 49.27829767], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.0733534,49.27829767
GCP018,LEED Gold Building Certified 2011,Private projects,Green-Buildings,2177 Wbrook Mall,UBC Renew Friedman Building,http://recollective.ca/projects/ubc-friedman-building/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.2460724, 49.26536007], 'type': 'Point'}, 'properties': {}}",,-123.2460724,49.26536007
GCP027,LEED Gold Building Certified 2010,Private projects,Green-Buildings,181 Athletes Way,Millennium Water - 181 Athletes Way (Parcel 4),http://www.millenniumdevelopment.com/Olympic-Village/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1069329, 49.27155227], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1069329,49.27155227
GCP044,New Bike pumps,City projects,Green-Transportation,Hawks Ave. and Union St,First of 2 bike pumps installed in 2013.,http://vancouver.ca/streets-transportation/bicycle-parking-racks-and-corrals.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0875518, 49.27750791], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0875518,49.27750791
GCP053,The Stoop,City Studio Project,Zero-Waste,2525 Main St,Fall 2012 City Studio Project - Creating value in waste wood.,http://citystudiovancouver.com/projects/1999/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.101142116365, 49.2624460298107], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.101142116365,49.2624460298107
GCP060,The Long Table,City Studio Project,Lighter-Footprint,All neighbourhoods,"Fall 2011 City Studio Project - A mobile place where Vancouverites can meet, talk, and collaborate on greenest city goals",http://citystudiovancouver.com/projects/the-long-table-series-2/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1159134, 49.27035974], 'type': 'Point'}, 'properties': {}}",Fairview,-123.1159134,49.27035974
GCP061,mApples,City Studio Project,Local-Food,Mount Pleasant neighbourhood,Fall 2011 City Studio Project - A food asset map of Mount Pleasant.,http://citystudiovancouver.com/projects/mapples/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1076755, 49.25829553], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1076755,49.25829553
GCP072,450m Habitat skirt under convention cent,Private projects,Access-to-Nature,1055 Canada Pl,Inter-tidal zone created by shelves and shallow recesses designed to encourage marine life.,http://www.canada.com/vancouversun/news/westcoastnews/story.html?id=9ec602d7-8eaa-4747-ab9c-4ba867a0d297,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1118861, 49.28798136], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1118861,49.28798136
GCP077,Community orchards,City projects,Local-Food,404 E 51st Avenue,"At Sunset Park, 29 fruit trees were planted in 2009.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=189,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0964194, 49.22240409], 'type': 'Point'}, 'properties': {}}",Sunset,-123.0964194,49.22240409
GCP080,Community orchards,City projects,Local-Food,7188 MacDonald St,"At McCleery Golf Course, 15 fruit trees.",http://votevision.ca/news/vancouver%E2%80%99s-urban-orchard-expand-city-parks,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1679186, 49.22098217], 'type': 'Point'}, 'properties': {}}",Kerrisdale,-123.1679186,49.22098217
GCP087,Community orchards,Private projects,Local-Food,2750 E 29th Av,"At Slocan Park, In partnership with the Renfrew-Collingwood Food Security Institute.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=161,"{'type': 'Feature', 'geometry': {'coordinates': [-123.048776987766, 49.2442170116662], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.048776987766,49.2442170116662
GCP106,S.U.C.C.E.S.S. greening local  businesse,Greenest City Fund Project,Green-Economy,#214-181 Keefer Place,2012 Greenest City  Community grant fund project. A youth-led project to help green the organization and local businesses.,http://www.successbc.ca/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1078933, 49.27983474], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1078933,49.27983474
GCP111,Sole Food Farms - urban farms,Private projects,Local-Food,East 1st and Clark,1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.,http://solefoodfarms.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.077672, 49.26989365], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.077672,49.26989365
GCP120,Farmers Markets,Private projects,Local-Food,2690 Larch St,"Kitsilano Farmers Market  Sundays, May 12 - October 20, 2013.",http://www.eatlocal.org/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1624597, 49.26166642], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.1624597,49.26166642
GCP148,Sir Wilfrid Laurier School Garden,Greenest City Fund Project,Access-to-Nature,590 65 Avenue West,South Van - Collingwood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1199234, 49.25859148], 'type': 'Point'}, 'properties': {}}",Fairview,-123.1199234,49.25859148
GCP169,Recycling hard plastics,Greenest City Fund Project,Zero-Waste,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133769988474, 49.2855899935869], 'type': 'Point'}, 'properties': {}}",West End,-123.133769988474,49.2855899935869
GCP178,Street garden irrigation,Greenest City Fund Project,Local-Food,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133730987357, 49.2855199930838], 'type': 'Point'}, 'properties': {}}",West End,-123.133730987357,49.2855199930838
GCP179,Bike Co-op and Immigrant Services Societ,Greenest City Fund Project,Green-Transportation,333 Terminal Av,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0957992, 49.27218401], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0957992,49.27218401
GCP205,Community zero waste educational art pro,Greenest City Fund Project,Zero-Waste,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157239984189, 49.26528999175], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157239984189,49.26528999175
GCP236,Community Honey Extraction,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100060010333, 49.2470500026516], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100060010333,49.2470500026516
GCP261,Electric Vehicle Charging Station,City projects,Clean-Air,455 W 10th Avenue,EasyPark Lot 57. 4 EV plugs. Open 24/7. $1/hour. No maximum. Includes charge and parking. Four stalls but one is reserved for Modo Car Coop 24/7.  Part of FCM funded trial.,http://www.plugshare.com/?location=2857,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1138813, 49.26225757], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1138813,49.26225757
GCP107,Eastside Movement for Business & Economi,Greenest City Fund Project,Green-Economy,310 - 111 West Hastings,2012 Greenest City Community grant fund project. Helping small-and medium sized businesses become more energy efficient.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1073539, 49.28204147], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1073539,49.28204147
GCP115,Farmers Markets,Private projects,Local-Food,East Parking Lot of Nat Bailey Stadium - 30th & Ontario Street,"Winter Farmers Market  Saturdays, November 3, 2012 - April 27, 2013.",http://www.eatlocal.org/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1066964, 49.24453072], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.1066964,49.24453072
GCP127,Vancouver Fruit Tree Project Society,Greenest City Fund Project,Local-Food,517-119 W. Pender St,2012 Greenest City Community grant fund project. To assist in the operations of Treehouse Treats social enterprise.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.108198000947, 49.2813144859328], 'type': 'Point'}, 'properties': {}}",Downtown,-123.108198000947,49.2813144859328
GCP199,3 Bin Compost System for Queen Elizabeth,Greenest City Fund Project,Zero-Waste,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157230982509, 49.2655599898828], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157230982509,49.2655599898828
GCP200,Cultivating Collaborative and Community,Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157259980915, 49.2651999935912], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157259980915,49.2651999935912
GCP207,Seismic Upgrading with Passive House Tec,Greenest City Fund Project,Lighter-Footprint,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1576533, 49.26539988], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.1576533,49.26539988
GCP020,LEED Gold Building Certified 2011,Private projects,Green-Buildings,100 W 49th Av,Langara College Library/Classroom Building,http://www.langara.bc.ca/index.html,"{'type': 'Feature', 'geometry': {'coordinates': [-123.108949, 49.22484384], 'type': 'Point'}, 'properties': {}}",Oakridge,-123.108949,49.22484384
GCP067,Parklets,City projects,Access-to-Nature,1032 Robson Street,Urban Pasture on Robson Street.  A permanent mini-park in the city.,http://vancouver.ca/streets-transportation/reducing-cars-on-city-streets.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1236545, 49.28379404], 'type': 'Point'}, 'properties': {}}",West End,-123.1236545,49.28379404
GCP133,VSB's Engaged Immigrant Youth program,Greenest City Fund Project,Local-Food,1580 W Broadway,2012 Greenest City Generation Green grant project. Jarai Gardening Project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.140367984638, 49.2635813968099], 'type': 'Point'}, 'properties': {}}",Fairview,-123.140367984638,49.2635813968099
GCP134,Lord Kitchener Outdoor Classroom,Greenest City Fund Project,Local-Food,3455 W. King Edward Av,2012 Greenest City Generation Green grant project. Lord Kitchener Outdoor Classroom.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.180739987966, 49.2506220063709], 'type': 'Point'}, 'properties': {}}",Dunbar-Southlands,-123.180739987966,49.2506220063709
GCP139,Purple Thistle,Greenest City Fund Project,Local-Food,260-975 Vernon Av,2012 Greenest City Generation Green grant project.  Youth Urban Agriculture Project,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0786462, 49.27609227], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0786462,49.27609227
GCP161,My Own Backyard Community Garden (MOBY),Greenest City Fund Project,Local-Food,"Cedar Cottage, Kensington and Hastings-Sunrise","Kensington, Cedar Cottage - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.059391016122, 49.2581599961134], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.059391016122,49.2581599961134
GCP162,Cooking off the Grid,Greenest City Fund Project,Local-Food,"Cedar Cottage, Kensington and Hastings-Sunrise","Kensington, Cedar Cottage - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.059392003609, 49.258179995003], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.059392003609,49.258179995003
GCP183,Compost initiative,Greenest City Fund Project,Zero-Waste,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1337599912, 49.2855500014158], 'type': 'Point'}, 'properties': {}}",West End,-123.1337599912,49.2855500014158
GCP184,Kitsilano Composts,Greenest City Fund Project,Zero-Waste,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.15723098487, 49.265250985783], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.15723098487,49.265250985783
GCP193,"Kits Meals: Drop-in ""Spaghetti"" Nights",Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.15722998261, 49.2651999934006], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.15722998261,49.2651999934006
GCP198,Envisioning Community Food Resilience on,Greenest City Fund Project,Local-Food,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157212986105, 49.265431998079], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157212986105,49.265431998079
GCP232,Laneway Planters,Greenest City Fund Project,Access-to-Nature,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100019997794, 49.2470900123038], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100019997794,49.2470900123038
GCP245,Strathcona Community Garden Lammas Day C,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090736001537, 49.2795999905469], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090736001537,49.2795999905469
